coverage,risk,accuracy,abstain_threshold
0.0005,0.0,1.0,0.07150818218182925
0.001,0.0,1.0,0.07192594426610516
0.0015,0.0,1.0,0.07193660068107
0.002,0.0,1.0,0.07200336783984368
0.0025,0.0,1.0,0.07238972264691873
0.003,0.0,1.0,0.07278821283111331
0.0035,0.0,1.0,0.0736471675817576
0.004,0.125,0.875,0.07510357955003583
0.0045,0.2222222222222222,0.7777777777777778,0.07562209986196905
0.005,0.3,0.7,0.0760245795175411
0.0055,0.36363636363636365,0.6363636363636364,0.07733137939268442
0.006,0.4166666666666667,0.5833333333333333,0.07779589087357341
0.0065,0.46153846153846156,0.5384615384615384,0.08172190819980446
0.007,0.5,0.5,0.08393228020244009
0.0075,0.4666666666666667,0.5333333333333333,0.08398192511935654
0.008,0.4375,0.5625,0.08410136841155202
0.0085,0.47058823529411764,0.5294117647058824,0.08639224959615727
0.009,0.5,0.5,0.08682756407377012
0.0095,0.5263157894736842,0.4736842105263158,0.08829935983855713
0.01,0.5,0.5,0.0895909109005884
0.0105,0.5238095238095238,0.47619047619047616,0.09000823131575802
0.011,0.5,0.5,0.09095860532806399
0.0115,0.4782608695652174,0.5217391304347826,0.09223451779865882
0.012,0.5,0.5,0.09505077594726641
0.0125,0.48,0.52,0.09539748344372373
0.013,0.46153846153846156,0.5384615384615384,0.09540963656196771
0.0135,0.4444444444444444,0.5555555555555556,0.09671921431827507
0.014,0.4642857142857143,0.5357142857142857,0.0970652150540518
0.0145,0.4482758620689655,0.5517241379310345,0.09735290332025048
0.015,0.43333333333333335,0.5666666666666667,0.09782497654583472
0.0155,0.41935483870967744,0.5806451612903225,0.09880775359973676
0.016,0.40625,0.59375,0.09886111039257112
0.0165,0.3939393939393939,0.6060606060606061,0.09892959267658702
0.017,0.4117647058823529,0.5882352941176471,0.09989002073582709
0.0175,0.4,0.6,0.10005463520620222
0.018,0.3888888888888889,0.6111111111111112,0.10110156530732045
0.0185,0.40540540540540543,0.5945945945945945,0.10283245464981888
0.019,0.39473684210526316,0.6052631578947368,0.1035132499266615
0.0195,0.38461538461538464,0.6153846153846154,0.10365354649829012
0.02,0.375,0.625,0.10413363585360746
0.0205,0.36585365853658536,0.6341463414634146,0.10424165875590335
0.021,0.35714285714285715,0.6428571428571428,0.10454537913536838
0.0215,0.37209302325581395,0.627906976744186,0.10503917064882262
0.022,0.38636363636363635,0.6136363636363636,0.10661407055620598
0.0225,0.37777777777777777,0.6222222222222222,0.11240107039068759
0.023,0.391304347826087,0.6086956521739131,0.11266450395549177
0.0235,0.40425531914893614,0.5957446808510638,0.11426507157488908
0.024,0.4166666666666667,0.5833333333333333,0.11432491004390938
0.0245,0.40816326530612246,0.5918367346938775,0.11453911150059254
0.025,0.4,0.6,0.11475311720730125
0.0255,0.39215686274509803,0.607843137254902,0.11792893280573935
0.026,0.38461538461538464,0.6153846153846154,0.11830561592441524
0.0265,0.37735849056603776,0.6226415094339622,0.1190645929874507
0.027,0.37037037037037035,0.6296296296296297,0.11937816216385022
0.0275,0.38181818181818183,0.6181818181818182,0.12015082336375871
0.028,0.375,0.625,0.12023474753662511
0.0285,0.38596491228070173,0.6140350877192983,0.122254644383394
0.029,0.3793103448275862,0.6206896551724138,0.12313206760746226
0.0295,0.3728813559322034,0.6271186440677966,0.1234357758169567
0.03,0.38333333333333336,0.6166666666666667,0.1254314959487997
0.0305,0.39344262295081966,0.6065573770491803,0.12584848825155237
0.031,0.4032258064516129,0.5967741935483871,0.12665850190228684
0.0315,0.4126984126984127,0.5873015873015873,0.12879523466333698
0.032,0.421875,0.578125,0.1297424002267779
0.0325,0.4307692307692308,0.5692307692307692,0.13061164354192673
0.033,0.4393939393939394,0.5606060606060606,0.13097808994854782
0.0335,0.44776119402985076,0.5522388059701493,0.13211378693775755
0.034,0.4411764705882353,0.5588235294117647,0.13259441739085837
0.0345,0.4492753623188406,0.5507246376811594,0.1338710966094515
0.035,0.44285714285714284,0.5571428571428572,0.13927906953235514
0.0355,0.43661971830985913,0.5633802816901409,0.1394130007410277
0.036,0.4444444444444444,0.5555555555555556,0.1421702049765955
0.0365,0.4520547945205479,0.547945205479452,0.14394002756545937
0.037,0.44594594594594594,0.5540540540540541,0.14493127322060906
0.0375,0.4533333333333333,0.5466666666666666,0.14604220220344521
0.038,0.4605263157894737,0.5394736842105263,0.14739376714118857
0.0385,0.45454545454545453,0.5454545454545454,0.14872385551661915
0.039,0.44871794871794873,0.5512820512820513,0.1503292895002452
0.0395,0.45569620253164556,0.5443037974683544,0.15039960815233344
0.04,0.45,0.55,0.15159080985693035
0.0405,0.4567901234567901,0.5432098765432098,0.15196455233132344
0.041,0.4634146341463415,0.5365853658536586,0.15249996558041612
0.0415,0.46987951807228917,0.5301204819277108,0.15340139549961113
0.042,0.4642857142857143,0.5357142857142857,0.15392531077567206
0.0425,0.4588235294117647,0.5411764705882354,0.15396223396553954
0.043,0.46511627906976744,0.5348837209302326,0.15396498414550103
0.0435,0.47126436781609193,0.5287356321839081,0.15396649005897756
0.044,0.4659090909090909,0.5340909090909092,0.15398669320178787
0.0445,0.47191011235955055,0.5280898876404494,0.1540057189278995
0.045,0.4666666666666667,0.5333333333333333,0.15401198726778226
0.0455,0.4725274725274725,0.5274725274725275,0.1540685984575721
0.046,0.4673913043478261,0.5326086956521738,0.1541022953718716
0.0465,0.46236559139784944,0.5376344086021505,0.15414734085671933
0.047,0.4574468085106383,0.5425531914893618,0.15419955722562478
0.0475,0.45263157894736844,0.5473684210526315,0.15421755828624029
0.048,0.4583333333333333,0.5416666666666667,0.15423104250363767
0.0485,0.4639175257731959,0.5360824742268041,0.15426277507923175
0.049,0.45918367346938777,0.5408163265306123,0.1543004027558515
0.0495,0.46464646464646464,0.5353535353535354,0.1543044821410285
0.05,0.47,0.53,0.1543212629553078
0.0505,0.46534653465346537,0.5346534653465347,0.15437501216270372
0.051,0.46078431372549017,0.5392156862745099,0.15437544278638798
0.0515,0.46601941747572817,0.5339805825242718,0.15441027477909114
0.052,0.46153846153846156,0.5384615384615384,0.15442488660502562
0.0525,0.45714285714285713,0.5428571428571429,0.15443056651463916
0.053,0.46226415094339623,0.5377358490566038,0.15445085549884358
0.0535,0.4672897196261682,0.5327102803738317,0.1545021280734304
0.054,0.4722222222222222,0.5277777777777778,0.154531871867214
0.0545,0.47706422018348627,0.5229357798165137,0.15456243699629502
0.055,0.4727272727272727,0.5272727272727273,0.15457909829684718
0.0555,0.4774774774774775,0.5225225225225225,0.1546133147784714
0.056,0.48214285714285715,0.5178571428571428,0.15464172709321866
0.0565,0.4778761061946903,0.5221238938053097,0.1546636692623154
0.057,0.47368421052631576,0.5263157894736843,0.1546705362368731
0.0575,0.4782608695652174,0.5217391304347826,0.15467166061196824
0.058,0.47413793103448276,0.5258620689655172,0.1546892154534943
0.0585,0.47863247863247865,0.5213675213675213,0.15472195382579101
0.059,0.4830508474576271,0.5169491525423728,0.15475266433681456
0.0595,0.48739495798319327,0.5126050420168067,0.1547685635309975
0.06,0.49166666666666664,0.5083333333333333,0.15480287135743925
0.0605,0.49586776859504134,0.5041322314049587,0.15487301351584365
0.061,0.4918032786885246,0.5081967213114754,0.15488272089056576
0.0615,0.4959349593495935,0.5040650406504066,0.15492494201222773
0.062,0.5,0.5,0.15494993368078547
0.0625,0.504,0.496,0.154999759234205
0.063,0.5,0.5,0.15501366099068004
0.0635,0.49606299212598426,0.5039370078740157,0.15507469632599802
0.064,0.4921875,0.5078125,0.15513524348355523
